epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,7898.44,0.64033,0.48068,0.96806,0.97916,0.95802,0.99335,0.82546,0.8039,0.46184,1.00809,0.0001101,0.0001101,0.0001101
184,7950.17,0.57073,0.42955,0.94478,0.97962,0.95898,0.99373,0.83018,0.7987,0.45276,1.0024,0.000104601,0.000104601,0.000104601
185,8002.78,0.63559,0.45153,0.97774,0.97979,0.95938,0.99373,0.83449,0.79752,0.44467,1.00094,9.91012e-05,9.91012e-05,9.91012e-05
186,8055.26,0.59726,0.43703,0.96748,0.9691,0.97017,0.99373,0.84092,0.79153,0.4364,0.99904,9.36017e-05,9.36017e-05,9.36017e-05
187,8108.85,0.69074,0.48339,1.01927,0.95706,0.99184,0.99373,0.84155,0.79518,0.43932,1.0055,8.81023e-05,8.81023e-05,8.81023e-05
188,8163.43,0.57364,0.46741,0.96297,0.97176,0.99145,0.99373,0.83396,0.79925,0.43894,1.0128,8.26028e-05,8.26028e-05,8.26028e-05
189,8215.05,0.64944,0.44181,0.9951,0.97348,0.99235,0.99373,0.82401,0.80174,0.43592,1.01688,7.71034e-05,7.71034e-05,7.71034e-05
190,8266.72,0.62704,0.44383,0.9743,0.97177,0.99309,0.99373,0.83018,0.80219,0.43442,1.01999,7.1604e-05,7.1604e-05,7.1604e-05
191,8319.39,0.5832,0.43607,0.96048,0.9718,0.9926,0.99373,0.83671,0.79873,0.44057,1.02457,6.61045e-05,6.61045e-05,6.61045e-05
192,8372.55,0.5603,0.39172,0.94737,0.97264,0.99185,0.99373,0.83082,0.80203,0.44718,1.02804,6.06051e-05,6.06051e-05,6.06051e-05
193,8423.9,0.59035,0.40647,0.97003,0.97137,0.98718,0.99335,0.82659,0.80243,0.45209,1.02979,5.51056e-05,5.51056e-05,5.51056e-05
194,8475.85,0.5655,0.40011,0.95492,0.97213,0.99048,0.99335,0.83538,0.80155,0.4561,1.02922,4.96062e-05,4.96062e-05,4.96062e-05
195,8528.48,0.57282,0.39951,0.95235,0.96884,0.98515,0.99335,0.8417,0.79829,0.45799,1.02616,4.41067e-05,4.41067e-05,4.41067e-05
196,8581.77,0.59473,0.40681,0.97058,0.96825,0.98523,0.99335,0.83691,0.79772,0.45778,1.02547,3.86073e-05,3.86073e-05,3.86073e-05
197,8638.02,0.56082,0.39906,0.97044,0.96831,0.98996,0.99373,0.83803,0.79765,0.45777,1.0249,3.31078e-05,3.31078e-05,3.31078e-05
198,8689.37,0.5811,0.41057,0.93814,0.96712,0.98971,0.99373,0.83915,0.79544,0.45807,1.02321,2.76084e-05,2.76084e-05,2.76084e-05
199,8741.26,0.57694,0.38934,0.96388,0.96527,0.98607,0.99335,0.84257,0.79333,0.45699,1.02207,2.21089e-05,2.21089e-05,2.21089e-05
200,8793.82,0.56379,0.39522,0.95945,0.9642,0.98599,0.99335,0.84698,0.79278,0.45569,1.02064,1.66095e-05,1.66095e-05,1.66095e-05
